ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,change_percent,last_updated,created_at,week_52_low,week_52_high,dividend_yield,avg_volume_3mon,dvav
AQLT,AQLT,AQLT,AQLT,NASDAQ,27.229999542236328,27.1200008392334,27.229999542236328,27.12 - 27.23,3332,3332,0.25404162557989063,2025-10-17 17:48:29.149994+00:00,2025-10-17 17:48:29.149996+00:00,,,,,
AQMS,AQMS,AQMS,AQMS,NASDAQ,13.699999809265137,13.609999656677246,16.789899826049805,13.61 - 16.79,983207,983207,-12.738853657945445,2025-10-17 17:48:29.150775+00:00,2025-10-17 17:48:29.150776+00:00,,,,,
AQN,AQN,AQN,AQN,NASDAQ,5.929999828338623,5.880000114440918,5.960000038146973,5.88 - 5.96,3020980,3020980,-0.3361341439939272,2025-10-17 17:48:29.151488+00:00,2025-10-17 17:48:29.151489+00:00,,,,,
AQNB,AQNB,AQNB,AQNB,NASDAQ,25.75279998779297,25.726200103759766,25.778600692749023,25.73 - 25.78,4040,4040,0.19375510453054495,2025-10-17 17:48:29.152905+00:00,2025-10-17 17:48:29.152906+00:00,,,,,
AQST,AQST,AQST,AQST,NASDAQ,6.940000057220459,6.78000020980835,7.230000019073486,6.78 - 7.23,2338976,2338976,-0.9985758826792887,2025-10-17 17:48:29.153608+00:00,2025-10-17 17:48:29.153609+00:00,,,,,
AQWA,AQWA,AQWA,AQWA,NASDAQ,19.55579948425293,19.5,19.649999618530273,19.50 - 19.65,29658,29658,-0.19495957275546075,2025-10-17 17:48:29.154290+00:00,2025-10-17 17:48:29.154291+00:00,,,,,
ARAI,ARAI,ARAI,ARAI,NASDAQ,5.800000190734863,5.550000190734863,5.989999771118164,5.55 - 5.99,174097,174097,1.3986084524057727,2025-10-17 17:48:29.155010+00:00,2025-10-17 17:48:29.155011+00:00,,,,,
ARAY,ARAY,ARAY,ARAY,NASDAQ,1.690000057220459,1.6699999570846558,1.7599999904632568,1.67 - 1.76,534519,534519,-3.9772689558011236,2025-10-17 17:48:29.155718+00:00,2025-10-17 17:48:29.155718+00:00,,,,,
ARB,ARB,ARB,ARB,NASDAQ,28.950000762939453,28.809999465942383,28.979999542236328,28.81 - 28.98,2161,2161,0.1730143427999205,2025-10-17 17:48:29.156404+00:00,2025-10-17 17:48:29.156404+00:00,,,,,
ARBB,ARBB,ARBB,ARBB,NASDAQ,6.330100059509277,6.100100040435791,6.799900054931641,6.10 - 6.80,12247,12247,-3.504571421884078,2025-10-17 17:48:29.157088+00:00,2025-10-17 17:48:29.157089+00:00,,,,,
ARBE,ARBE,ARBE,ARBE,NASDAQ,2.1898999214172363,2.1500000953674316,2.2699999809265137,2.15 - 2.27,2067567,2067567,-3.1017729797269307,2025-10-17 17:48:29.157802+00:00,2025-10-17 17:48:29.157803+00:00,,,,,
ARBK,ARBK,ARBK,ARBK,NASDAQ,0.4602999985218048,0.46000000834465027,0.5149999856948853,0.46 - 0.51,1665227,1665227,-6.252545488602099,2025-10-17 17:48:29.158498+00:00,2025-10-17 17:48:29.158499+00:00,,,,,
ARBKL,ARBKL,ARBKL,ARBKL,NASDAQ,2.130000114440918,2.130000114440918,2.130000114440918,2.13 - 2.13,1432,1432,2.898559571648183,2025-10-17 17:48:29.159136+00:00,2025-10-17 17:48:29.159137+00:00,,,,,
ARCB,ARCB,ARCB,ARCB,NASDAQ,72.7300033569336,72.59500122070312,73.94999694824219,72.60 - 73.95,66987,66987,-1.5432507746876798,2025-10-17 17:48:29.159816+00:00,2025-10-17 17:48:29.159817+00:00,,,,,
ARCC,ARCC,ARCC,ARCC,NASDAQ,19.420000076293945,19.395000457763672,19.6299991607666,19.40 - 19.63,6029133,6029133,-0.5632391525043838,2025-10-17 17:48:29.160559+00:00,2025-10-17 17:48:29.160560+00:00,,,,,
ARCM,ARCM,ARCM,ARCM,NASDAQ,100.38500213623047,100.38500213623047,100.38500213623047,100.39 - 100.39,5,5,0.0,2025-10-17 17:48:29.161909+00:00,2025-10-17 17:48:29.161910+00:00,,,,,
ARCO,ARCO,ARCO,ARCO,NASDAQ,6.96999979019165,6.965000152587891,7.105000019073486,6.97 - 7.11,383035,383035,-1.4144325182700457,2025-10-17 17:48:29.162601+00:00,2025-10-17 17:48:29.162601+00:00,,,,,
ARCT,ARCT,ARCT,ARCT,NASDAQ,21.010000228881836,20.399999618530273,22.127899169921875,20.40 - 22.13,330596,330596,-3.3133885343855556,2025-10-17 17:48:29.163375+00:00,2025-10-17 17:48:29.163376+00:00,,,,,
ARCX,ARCX,ARCX,ARCX,NASDAQ,18.288299560546875,18.05699920654297,20.524900436401367,18.06 - 20.52,447286,447286,-11.863616575677712,2025-10-17 17:48:29.164283+00:00,2025-10-17 17:48:29.164284+00:00,10.85099983215332,33.06999969482422,0.0,,
ARDC,ARDC,ARDC,ARDC,NASDAQ,13.329999923706055,13.32699966430664,13.6850004196167,13.33 - 13.69,85280,85280,-0.892192470340551,2025-10-17 17:48:29.165080+00:00,2025-10-17 17:48:29.165081+00:00,,,,,
ARDT,ARDT,ARDT,ARDT,NASDAQ,14.609999656677246,14.3149995803833,14.630000114440918,14.31 - 14.63,117518,117518,0.13707679150235014,2025-10-17 17:48:29.165830+00:00,2025-10-17 17:48:29.165831+00:00,,,,,
ARDX,ARDX,ARDX,ARDX,NASDAQ,4.945000171661377,4.90500020980835,5.059999942779541,4.91 - 5.06,1210418,1210418,-2.0792082199546806,2025-10-17 17:48:29.166606+00:00,2025-10-17 17:48:29.166607+00:00,,,,,
ARE,ARE,ARE,ARE,NASDAQ,74.34500122070312,74.27040100097656,75.97000122070312,74.27 - 75.97,580068,580068,-1.176395183756033,2025-10-17 17:48:29.167511+00:00,2025-10-17 17:48:29.167512+00:00,,,,,
AREA,AREA,AREA,AREA,NASDAQ,18.584400177001953,18.584400177001953,18.584400177001953,18.58 - 18.58,1,1,0.0021553122082630977,2025-10-17 17:48:29.169875+00:00,2025-10-17 17:48:29.169877+00:00,,,,,
AREB,AREB,AREB,AREB,NASDAQ,2.190000057220459,1.7200000286102295,3.329900026321411,1.72 - 3.33,4977099,4977099,-38.48314347132903,2025-10-17 17:48:29.170909+00:00,2025-10-17 17:48:29.170910+00:00,,,,,
AREC,AREC,AREC,AREC,NASDAQ,3.9579999446868896,3.880000114440918,4.343500137329102,3.88 - 4.34,9236660,9236660,-6.870589536779067,2025-10-17 17:48:29.171771+00:00,2025-10-17 17:48:29.171772+00:00,,,,,
AREN,AREN,AREN,AREN,NASDAQ,4.590000152587891,4.559999942779541,4.760000228881836,4.56 - 4.76,95112,95112,-0.6493448855910747,2025-10-17 17:48:29.172570+00:00,2025-10-17 17:48:29.172571+00:00,,,,,
ARES,ARES,ARES,ARES,NASDAQ,139.32000732421875,139.1999969482422,142.5399932861328,139.20 - 142.54,1424978,1424978,-1.3593869259926072,2025-10-17 17:48:29.173292+00:00,2025-10-17 17:48:29.173293+00:00,,,,,
ARGT,ARGT,ARGT,ARGT,NASDAQ,71.1050033569336,70.91000366210938,72.36000061035156,70.91 - 72.36,184308,184308,-1.2430508931477866,2025-10-17 17:48:29.175333+00:00,2025-10-17 17:48:29.175334+00:00,,,,,
ARGX,ARGX,ARGX,ARGX,NASDAQ,841.0999755859375,819.72998046875,842.3900146484375,819.73 - 842.39,236057,236057,0.4562328200124858,2025-10-17 17:48:29.176121+00:00,2025-10-17 17:48:29.176122+00:00,,,,,
ARHS,ARHS,ARHS,ARHS,NASDAQ,10.34000015258789,10.319999694824219,10.6899995803833,10.32 - 10.69,1013733,1013733,-2.3607176241532652,2025-10-17 17:48:29.176830+00:00,2025-10-17 17:48:29.176831+00:00,,,,,
ARI,ARI,ARI,ARI,NASDAQ,9.914999961853027,9.869999885559082,9.979999542236328,9.87 - 9.98,239857,239857,0.35424946363059756,2025-10-17 17:48:29.177500+00:00,2025-10-17 17:48:29.177501+00:00,,,,,
ARIS,ARIS,ARIS,ARIS,NASDAQ,23.690000534057617,23.149999618530273,23.690000534057617,23.15 - 23.69,297,297,,2025-10-17 17:48:29.178379+00:00,2025-10-17 17:48:29.178381+00:00,,,,,
ARKB,ARKB,ARKB,ARKB,NASDAQ,35.239898681640625,34.73500061035156,35.70500183105469,34.74 - 35.71,4828306,4828306,-1.975249141109522,2025-10-17 17:48:29.180223+00:00,2025-10-17 17:48:29.180224+00:00,,,,,
ARKF,ARKF,ARKF,ARKF,NASDAQ,54.22999954223633,53.630001068115234,54.560001373291016,53.63 - 54.56,184088,184088,-0.8229713980028232,2025-10-17 17:48:29.181961+00:00,2025-10-17 17:48:29.181962+00:00,,,,,
ARKG,ARKG,ARKG,ARKG,NASDAQ,30.81999969482422,30.549999237060547,31.920000076293945,30.55 - 31.92,3079353,3079353,-3.9276872328939136,2025-10-17 17:48:29.182909+00:00,2025-10-17 17:48:29.182910+00:00,,,,,
ARKK,ARKK,ARKK,ARKK,NASDAQ,85.66000366210938,84.77999877929688,87.06999969482422,84.78 - 87.07,6660920,6660920,-1.1767381627541376,2025-10-17 17:48:29.188165+00:00,2025-10-17 17:48:29.188167+00:00,,,,,
ARKO,ARKO,ARKO,ARKO,NASDAQ,4.017600059509277,3.940000057220459,4.059999942779541,3.94 - 4.06,142029,142029,0.6917305740993888,2025-10-17 17:48:29.189299+00:00,2025-10-17 17:48:29.189300+00:00,,,,,
ARKQ,ARKQ,ARKQ,ARKQ,NASDAQ,115.62000274658203,114.45999908447266,117.71029663085938,114.46 - 117.71,249113,249113,-2.133059637790392,2025-10-17 17:48:29.190246+00:00,2025-10-17 17:48:29.190248+00:00,,,,,
ARKX,ARKX,ARKX,ARKX,NASDAQ,29.700000762939453,29.489999771118164,30.312400817871094,29.49 - 30.31,435352,435352,-2.6229483182313014,2025-10-17 17:48:29.195220+00:00,2025-10-17 17:48:29.195222+00:00,,,,,
ARL,ARL,ARL,ARL,NASDAQ,15.4399995803833,15.399999618530273,15.399999618530273,15.40 - 15.40,378,378,2.116400114062477,2025-10-17 17:48:29.196894+00:00,2025-10-17 17:48:29.196895+00:00,,,,,
ARLO,ARLO,ARLO,ARLO,NASDAQ,17.514999389648438,17.25,17.78499984741211,17.25 - 17.78,268232,268232,-0.9332630807649934,2025-10-17 17:48:29.198346+00:00,2025-10-17 17:48:29.198347+00:00,,,,,
ARLP,ARLP,ARLP,ARLP,NASDAQ,24.084999084472656,24.010000228881836,24.729999542236328,24.01 - 24.73,131126,131126,-1.6537390380996984,2025-10-17 17:48:29.199278+00:00,2025-10-17 17:48:29.199279+00:00,,,,,
ARM,ARM,ARM,ARM,NASDAQ,163.99749755859375,163.61000061035156,169.72999572753906,163.61 - 169.73,2909592,2909592,-4.201474840958835,2025-10-17 17:48:29.200095+00:00,2025-10-17 17:48:29.200097+00:00,,,,,
ARMG,ARMG,ARMG,ARMG,NASDAQ,14.173999786376953,14.173999786376953,15.25,14.17 - 15.25,261220,261220,-8.790219940986338,2025-10-17 17:48:29.200891+00:00,2025-10-17 17:48:29.200892+00:00,,,,,
ARMH,ARMH,ARMH,ARMH,NASDAQ,72.12999725341797,72.12999725341797,72.47000122070312,72.13 - 72.47,343,343,-2.0518483055752776,2025-10-17 17:48:29.201929+00:00,2025-10-17 17:48:29.201930+00:00,,,,,
ARMK,ARMK,ARMK,ARMK,NASDAQ,38.775001525878906,38.150001525878906,39.09000015258789,38.15 - 39.09,779916,779916,0.7404516367468811,2025-10-17 17:48:29.203026+00:00,2025-10-17 17:48:29.203029+00:00,,,,,
ARMN,ARMN,ARMN,ARMN,NASDAQ,9.979999542236328,9.920000076293945,10.789999961853027,9.92 - 10.79,807663,807663,-8.941610333026377,2025-10-17 17:48:29.204115+00:00,2025-10-17 17:48:29.204116+00:00,,,,,
ARMP,ARMP,ARMP,ARMP,NASDAQ,3.430000066757202,3.424999952316284,3.4700000286102295,3.42 - 3.47,3191,3191,-1.719196063483831,2025-10-17 17:48:29.204914+00:00,2025-10-17 17:48:29.204915+00:00,,,,,
AROC,AROC,AROC,AROC,NASDAQ,23.90999984741211,23.510000228881836,23.969999313354492,23.51 - 23.97,426303,426303,0.6313115197193436,2025-10-17 17:48:29.210053+00:00,2025-10-17 17:48:29.210055+00:00,,,,,
ARP,ARP,ARP,ARP,NASDAQ,31.67009925842285,31.434999465942383,31.434999465942383,31.43 - 31.43,1759,1759,0.0003131737564487445,2025-10-17 17:48:29.211777+00:00,2025-10-17 17:48:29.211779+00:00,,,,,
ARQ,ARQ,ARQ,ARQ,NASDAQ,6.71999979019165,6.71999979019165,6.989999771118164,6.72 - 6.99,109010,109010,-2.7496390942992077,2025-10-17 17:48:29.212891+00:00,2025-10-17 17:48:29.212892+00:00,,,,,
ARQQ,ARQQ,ARQQ,ARQQ,NASDAQ,40.135101318359375,37.849998474121094,40.819400787353516,37.85 - 40.82,825929,825929,1.4537409633575968,2025-10-17 17:48:29.213909+00:00,2025-10-17 17:48:29.213910+00:00,,,,,
ARQT,ARQT,ARQT,ARQT,NASDAQ,20.617399215698242,20.350000381469727,21.084999084472656,20.35 - 21.08,704317,704317,-1.3993334952132026,2025-10-17 17:48:29.215243+00:00,2025-10-17 17:48:29.215245+00:00,,,,,
ARRY,ARRY,ARRY,ARRY,NASDAQ,8.78499984741211,8.510000228881836,9.020000457763672,8.51 - 9.02,2410139,2410139,0.22817459561871264,2025-10-17 17:48:29.216232+00:00,2025-10-17 17:48:29.216233+00:00,,,,,
ARTL,ARTL,ARTL,ARTL,NASDAQ,4.019999980926514,4.010000228881836,4.039999961853027,4.01 - 4.04,4175,4175,0.24937036094549314,2025-10-17 17:48:29.226431+00:00,2025-10-17 17:48:29.226433+00:00,,,,,
ARTNA,ARTNA,ARTNA,ARTNA,NASDAQ,33.47999954223633,33.31999969482422,33.70000076293945,33.32 - 33.70,4344,4344,-0.059702858996035446,2025-10-17 17:48:29.227606+00:00,2025-10-17 17:48:29.227607+00:00,,,,,
ARTV,ARTV,ARTV,ARTV,NASDAQ,6.605000019073486,5.140100002288818,7.360000133514404,5.14 - 7.36,84377738,84377738,138.44765576006378,2025-10-17 17:48:29.229281+00:00,2025-10-17 17:48:29.229283+00:00,,,,,
ARTY,ARTY,ARTY,ARTY,NASDAQ,47.900001525878906,47.55500030517578,48.380001068115234,47.56 - 48.38,324984,324984,-0.9102164363262398,2025-10-17 17:48:29.230185+00:00,2025-10-17 17:48:29.230186+00:00,,,,,
ARVN,ARVN,ARVN,ARVN,NASDAQ,9.255000114440918,9.210000038146973,9.670000076293945,9.21 - 9.67,833643,833643,-4.390497699753385,2025-10-17 17:48:29.230963+00:00,2025-10-17 17:48:29.230964+00:00,,,,,
ARX,ARX,ARX,ARX,NASDAQ,12.739999771118164,12.557499885559082,13.145000457763672,12.56 - 13.15,327931,327931,-2.9702996186101736,2025-10-17 17:48:29.232026+00:00,2025-10-17 17:48:29.232028+00:00,,,,,
AS,AS,AS,AS,NASDAQ,30.270000457763672,30.219999313354492,31.059999465942383,30.22 - 31.06,2544776,2544776,-1.2075683396056718,2025-10-17 17:48:29.232829+00:00,2025-10-17 17:48:29.232830+00:00,,,,,
ASA,ASA,ASA,ASA,NASDAQ,49.095001220703125,48.81999969482422,52.75,48.82 - 52.75,243011,243011,-7.8201224785734835,2025-10-17 17:48:29.237665+00:00,2025-10-17 17:48:29.237667+00:00,,,,,
ASAN,ASAN,ASAN,ASAN,NASDAQ,13.845000267028809,13.720000267028809,14.024999618530273,13.72 - 14.02,1317373,1317373,-0.9656600831756836,2025-10-17 17:48:29.238786+00:00,2025-10-17 17:48:29.238788+00:00,,,,,
ASB,ASB,ASB,ASB,NASDAQ,24.360000610351562,24.100000381469727,24.56999969482422,24.10 - 24.57,776087,776087,1.0369141172591392,2025-10-17 17:48:29.239634+00:00,2025-10-17 17:48:29.239635+00:00,,,,,
ASBA,ASBA,ASBA,ASBA,NASDAQ,24.510000228881836,24.510000228881836,24.639999389648438,24.51 - 24.64,22293,22293,-0.4872063985934407,2025-10-17 17:48:29.240487+00:00,2025-10-17 17:48:29.240489+00:00,,,,,
ASBP,ASBP,ASBP,ASBP,NASDAQ,0.33000001311302185,0.32010000944137573,0.3400000035762787,0.32 - 0.34,982802,982802,3.4482781171360175,2025-10-17 17:48:29.241231+00:00,2025-10-17 17:48:29.241231+00:00,,,,,
ASC,ASC,ASC,ASC,NASDAQ,11.520000457763672,11.079999923706055,11.5600004196167,11.08 - 11.56,200758,200758,2.7653917802121852,2025-10-17 17:48:29.241912+00:00,2025-10-17 17:48:29.241913+00:00,,,,,
ASCE,ASCE,ASCE,ASCE,NASDAQ,25.6299991607666,25.559999465942383,25.739999771118164,25.56 - 25.74,23982,23982,-0.45055980674334334,2025-10-17 17:48:29.242615+00:00,2025-10-17 17:48:29.242616+00:00,,,,,
ASEA,ASEA,ASEA,ASEA,NASDAQ,17.200000762939453,17.124799728393555,17.209999084472656,17.12 - 17.21,24748,24748,0.5847975394087778,2025-10-17 17:48:29.243477+00:00,2025-10-17 17:48:29.243478+00:00,13.680000305175781,17.709999084472656,3.470930078598285,,
ASG,ASG,ASG,ASG,NASDAQ,5.465000152587891,5.460000038146973,5.539999961853027,5.46 - 5.54,116815,116815,-0.4553664767308669,2025-10-17 17:48:29.245145+00:00,2025-10-17 17:48:29.245147+00:00,,,,,
ASGI,ASGI,ASGI,ASGI,NASDAQ,20.920000076293945,20.850000381469727,21.200000762939453,20.85 - 21.20,123183,123183,-0.8060695830440053,2025-10-17 17:48:29.245953+00:00,2025-10-17 17:48:29.245954+00:00,,,,,
ASGN,ASGN,ASGN,ASGN,NASDAQ,45.650001525878906,45.345001220703125,46.31999969482422,45.35 - 46.32,169802,169802,-0.2621781312750915,2025-10-17 17:48:29.247097+00:00,2025-10-17 17:48:29.247100+00:00,,,,,
ASH,ASH,ASH,ASH,NASDAQ,48.709999084472656,48.439998626708984,49.165000915527344,48.44 - 49.17,268900,268900,-0.4699622981002823,2025-10-17 17:48:29.256921+00:00,2025-10-17 17:48:29.256923+00:00,,,,,
ASHS,ASHS,ASHS,ASHS,NASDAQ,35.76499938964844,35.66999816894531,35.83000183105469,35.67 - 35.83,11699,11699,-1.8792904223680864,2025-10-17 17:48:29.258348+00:00,2025-10-17 17:48:29.258349+00:00,,,,,
ASIA,ASIA,ASIA,ASIA,NASDAQ,33.91999816894531,33.7599983215332,33.91999816894531,33.76 - 33.92,688,688,-0.08248995844038806,2025-10-17 17:48:29.259754+00:00,2025-10-17 17:48:29.259755+00:00,,,,,
ASIC,ASIC,ASIC,ASIC,NASDAQ,17.709999084472656,17.274999618530273,17.885000228881836,17.27 - 17.89,35563,35563,0.624992617152114,2025-10-17 17:48:29.261007+00:00,2025-10-17 17:48:29.261008+00:00,,,,,
ASIX,ASIX,ASIX,ASIX,NASDAQ,19.66200065612793,19.40999984741211,20.030000686645508,19.41 - 20.03,131845,131845,0.9342973211934049,2025-10-17 17:48:29.261814+00:00,2025-10-17 17:48:29.261815+00:00,,,,,
ASLE,ASLE,ASLE,ASLE,NASDAQ,7.260000228881836,7.230000019073486,7.53000020980835,7.23 - 7.53,118992,118992,-0.9549753827122395,2025-10-17 17:48:29.272462+00:00,2025-10-17 17:48:29.272463+00:00,,,,,
ASLV,ASLV,ASLV,ASLV,NASDAQ,27.239999771118164,27.229999542236328,27.229999542236328,27.23 - 27.23,1074,1074,0.5537084447596213,2025-10-17 17:48:29.273510+00:00,2025-10-17 17:48:29.273511+00:00,,,,,
ASM,ASM,ASM,ASM,NASDAQ,5.835000038146973,5.760000228881836,6.375999927520752,5.76 - 6.38,4826292,4826292,-9.953703380061658,2025-10-17 17:48:29.274338+00:00,2025-10-17 17:48:29.274339+00:00,,,,,
ASMB,ASMB,ASMB,ASMB,NASDAQ,29.334999084472656,28.864999771118164,30.049999237060547,28.86 - 30.05,193308,193308,0.8768884506039009,2025-10-17 17:48:29.275178+00:00,2025-10-17 17:48:29.275179+00:00,,,,,
ASMF,ASMF,ASMF,ASMF,NASDAQ,23.473400115966797,23.473400115966797,23.5,23.47 - 23.50,5445,5445,-0.4351887373879647,2025-10-17 17:48:29.278813+00:00,2025-10-17 17:48:29.278815+00:00,,,,,
ASMG,ASMG,ASMG,ASMG,NASDAQ,24.079999923706055,23.700000762939453,24.523700714111328,23.70 - 24.52,77996,77996,0.5008382463218262,2025-10-17 17:48:29.279975+00:00,2025-10-17 17:48:29.279976+00:00,,,,312592.0,0.24951374315401545
ASMH,ASMH,ASMH,ASMH,NASDAQ,69.11000061035156,69.58999633789062,69.58999633789062,69.59 - 69.59,466,466,0.08109559933735835,2025-10-17 17:48:29.280905+00:00,2025-10-17 17:48:29.280906+00:00,,,,,
ASML,ASML,ASML,ASML,NASDAQ,1020.6799926757812,1015.0,1032.7650146484375,1015.00 - 1032.77,1138351,1138351,0.10690236189089433,2025-10-17 17:48:29.281959+00:00,2025-10-17 17:48:29.281960+00:00,,,,,
ASND,ASND,ASND,ASND,NASDAQ,211.92999267578125,206.02000427246094,214.47000122070312,206.02 - 214.47,263976,263976,2.3668038088083962,2025-10-17 17:48:29.287070+00:00,2025-10-17 17:48:29.287071+00:00,,,,,
ASNS,ASNS,ASNS,ASNS,NASDAQ,0.4912000000476837,0.4810999929904938,0.5293999910354614,0.48 - 0.53,1053914,1053914,-8.358211229069985,2025-10-17 17:48:29.292223+00:00,2025-10-17 17:48:29.292226+00:00,,,,,
ASO,ASO,ASO,ASO,NASDAQ,50.6349983215332,50.54999923706055,52.470001220703125,50.55 - 52.47,1116623,1116623,-3.9366359305263354,2025-10-17 17:48:29.293189+00:00,2025-10-17 17:48:29.293190+00:00,,,,,
ASPC,ASPC,ASPC,ASPC,NASDAQ,10.350000381469727,10.350000381469727,10.350000381469727,10.35 - 10.35,3078,3078,0.0,2025-10-17 17:48:29.294077+00:00,2025-10-17 17:48:29.294079+00:00,,,,,
ASPI,ASPI,ASPI,ASPI,NASDAQ,9.9399995803833,9.869999885559082,11.270000457763672,9.87 - 11.27,10312665,10312665,-10.04525421892996,2025-10-17 17:48:29.294880+00:00,2025-10-17 17:48:29.294881+00:00,,,,,
