ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,change_percent,last_updated,created_at,week_52_low,week_52_high,dividend_yield,avg_volume_3mon,dvav
BUSEP,BUSEP,BUSEP,BUSEP,NASDAQ,25.700000762939453,25.549999237060547,25.700000762939453,25.55 - 25.70,12482,12482,0.31225574194184313,2025-10-17 17:48:31.367145+00:00,2025-10-17 17:48:31.367149+00:00,,,,,
BUXX,BUXX,BUXX,BUXX,NASDAQ,20.344999313354492,20.329999923706055,20.350000381469727,20.33 - 20.35,131795,131795,0.04917742479502685,2025-10-17 17:48:31.372128+00:00,2025-10-17 17:48:31.372131+00:00,,,,,
BWB,BWB,BWB,BWB,NASDAQ,16.780000686645508,16.34000015258789,16.950000762939453,16.34 - 16.95,84887,84887,1.4817105624088862,2025-10-17 17:48:31.377949+00:00,2025-10-17 17:48:31.377951+00:00,11.930000305175781,18.006999969482422,0.0,,
BWG,BWG,BWG,BWG,NASDAQ,8.59000015258789,8.569999694824219,8.659099578857422,8.57 - 8.66,32509,32509,-0.808310578032365,2025-10-17 17:48:31.378936+00:00,2025-10-17 17:48:31.378937+00:00,,,,,
C,C,C,C,NASDAQ,97.19000244140625,95.2750015258789,97.81999969482422,95.28 - 97.82,8439980,8439980,0.9661336843309153,2025-10-17 17:48:31.381661+00:00,2025-10-17 17:48:31.381662+00:00,,,,,
CAFX,CAFX,CAFX,CAFX,NASDAQ,25.190000534057617,25.190000534057617,25.207399368286133,25.19 - 25.21,49533,49533,-0.19809523579219843,2025-10-17 17:48:31.387255+00:00,2025-10-17 17:48:31.387257+00:00,,,,,
CASS,CASS,CASS,CASS,NASDAQ,37.040000915527344,36.58760070800781,37.41999816894531,36.59 - 37.42,25362,25362,0.7069117587269241,2025-10-17 17:48:31.395369+00:00,2025-10-17 17:48:31.395371+00:00,,,,,
CBLL,CBLL,CBLL,CBLL,NASDAQ,12.479999542236328,12.329999923706055,12.890000343322754,12.33 - 12.89,173108,173108,-3.926098828852679,2025-10-17 17:48:31.397328+00:00,2025-10-17 17:48:31.397329+00:00,,,,,
CBOE,CBOE,CBOE,CBOE,NASDAQ,238.83999633789062,236.60000610351562,239.60000610351562,236.60 - 239.60,325085,325085,1.2162542282242008,2025-10-17 17:48:31.398140+00:00,2025-10-17 17:48:31.398142+00:00,187.3000030517578,255.27000427246094,0.7913247483583897,,
CBRE,CBRE,CBRE,CBRE,NASDAQ,154.99000549316406,154.57000732421875,156.27000427246094,154.57 - 156.27,534140,534140,-0.2766649600097392,2025-10-17 17:48:31.398986+00:00,2025-10-17 17:48:31.398987+00:00,,,,,
CBRL,CBRL,CBRL,CBRL,NASDAQ,39.68000030517578,39.439998626708984,40.380001068115234,39.44 - 40.38,370128,370128,-1.5140248113433887,2025-10-17 17:48:31.399377+00:00,2025-10-17 17:48:31.399378+00:00,,,,,
CBTY,CBTY,CBTY,CBTY,NASDAQ,24.940000534057617,24.520099639892578,24.96500015258789,24.52 - 24.97,3837,3837,-0.8744010917675771,2025-10-17 17:48:31.400085+00:00,2025-10-17 17:48:31.400086+00:00,,,,,
CCI,CCI,CCI,CCI,NASDAQ,97.41000366210938,96.51000213623047,98.52999877929688,96.51 - 98.53,955587,955587,-0.6628532660282644,2025-10-17 17:48:31.401806+00:00,2025-10-17 17:48:31.401807+00:00,,,,,
CCIX,CCIX,CCIX,CCIX,NASDAQ,10.819999694824219,10.800000190734863,10.84000015258789,10.80 - 10.84,133968,133968,-0.18450606533337602,2025-10-17 17:48:31.406466+00:00,2025-10-17 17:48:31.406468+00:00,,,,,
CCRN,CCRN,CCRN,CCRN,NASDAQ,12.510000228881836,12.470000267028809,12.829999923706055,12.47 - 12.83,85868,85868,-2.645915505793961,2025-10-17 17:48:31.408033+00:00,2025-10-17 17:48:31.408034+00:00,,,,,
CDNA,CDNA,CDNA,CDNA,NASDAQ,14.59000015258789,14.5600004196167,15.005000114440918,14.56 - 15.01,408739,408739,-2.6684431263365913,2025-10-17 17:48:31.409605+00:00,2025-10-17 17:48:31.409606+00:00,,,,,
AAPG,AAPG,AAPG,AAPG,NASDAQ,35.81999969482422,35.81999969482422,35.81999969482422,35.82 - 35.82,792,792,-1.7553466969805718,2025-10-17 17:48:31.570011+00:00,2025-10-17 17:48:31.570013+00:00,,,,,
ABEQ,ABEQ,ABEQ,ABEQ,NASDAQ,35.09000015258789,35.09000015258789,35.189998626708984,35.09 - 35.19,8686,8686,-0.7916278986496275,2025-10-17 17:48:31.570689+00:00,2025-10-17 17:48:31.570690+00:00,,,,,
APUE,APUE,APUE,APUE,NASDAQ,40.369998931884766,40.224998474121094,40.5364990234375,40.22 - 40.54,39302,39302,-0.0371409936160375,2025-10-17 17:48:29.144174+00:00,2025-10-17 17:48:29.144176+00:00,,,,,
APUS,APUS,APUS,APUS,NASDAQ,1.8899999856948853,1.8799999952316284,1.940000057220459,1.88 - 1.94,48826,48826,2.7173886635466227,2025-10-17 17:48:29.145208+00:00,2025-10-17 17:48:29.145210+00:00,,,,,
APVO,APVO,APVO,APVO,NASDAQ,1.559999942779541,1.4900000095367432,1.5800000429153442,1.49 - 1.58,675872,675872,3.9999961853027344,2025-10-17 17:48:29.146016+00:00,2025-10-17 17:48:29.146017+00:00,,,,,
APWC,APWC,APWC,APWC,NASDAQ,1.9579999446868896,1.9500000476837158,2.0162999629974365,1.95 - 2.02,2505,2505,2.513087900749964,2025-10-17 17:48:29.146767+00:00,2025-10-17 17:48:29.146768+00:00,,,,,
APXM,APXM,APXM,APXM,NASDAQ,30.704999923706055,30.704999923706055,30.704999923706055,30.70 - 30.70,2,2,0.0,2025-10-17 17:48:29.147511+00:00,2025-10-17 17:48:29.147512+00:00,,,,,
APYX,APYX,APYX,APYX,NASDAQ,2.930000066757202,2.930000066757202,3.125,2.93 - 3.12,24280,24280,-5.787776026052788,2025-10-17 17:48:29.148333+00:00,2025-10-17 17:48:29.148334+00:00,,,,,
AQB,AQB,AQB,AQB,NASDAQ,1.7100000381469727,1.6799999475479126,1.8200000524520874,1.68 - 1.82,90190,90190,-5.524856784194297,2025-10-17 17:48:29.149182+00:00,2025-10-17 17:48:29.149183+00:00,,,,,
