ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,change_percent,last_updated,created_at,dividend_yield
BOOT,BOOT,BOOT,BOOT,NASDAQ,194.22000122070312,190.17999267578125,201.6132049560547,190.18 - 201.61,994101,994101,-2.170955314106014,2025-10-29 21:07:30.632215+00:00,2025-10-29 21:07:30.632221+00:00,0.0
ABVE,ABVE,ABVE,ABVE,NASDAQ,4.21999979019165,4.159999847412109,4.606200218200684,4.16 - 4.61,1913933,1913933,-8.658010936704304,2025-10-29 21:07:48.361520+00:00,2025-10-29 21:07:48.361526+00:00,0.0
