ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,avg_volume_3mon,dvav,market_cap,shares_available,pe_ratio,dividend_yield,one_year_target,week_52_low,week_52_high,earnings_per_share,book_value,price_to_book,bid_price,ask_price,bid_ask_spread,price_change_today,price_change_week,price_change_month,price_change_year,change_percent,market_cap_change_3mon,pe_change_3mon,last_updated,created_at
CGBL,CGBL,CGBL,CGBL,NASDAQ,34.66999816894531,34.560001373291016,34.77000045776367,34.56 - 34.77,568559,568559,,,,,,,,,,,,,,,,,,,,-0.2589187483709892,,,2025-10-17 17:07:08.573022+00:00,2025-10-17 17:07:08.573026+00:00
BNTX,BNTX,BNTX,BNTX,NASDAQ,104.94499969482422,103.0999984741211,105.41999816894531,103.10 - 105.42,195492,195492,,,,,,,,,,,,,,,,,,,,-0.12847557468406043,,,2025-10-17 17:07:08.474042+00:00,2025-10-17 17:07:08.474046+00:00
CRWD,CRWD,CRWD,CRWD,NASDAQ,483.0000915527344,475.4200134277344,484.4490051269531,475.42 - 484.45,962455,962455,,,,,,,,,,,,,,,,,,,,0.15969154736578242,,,2025-10-17 17:07:08.491597+00:00,2025-10-17 17:07:08.491601+00:00
HOOD,HOOD,HOOD,HOOD,NASDAQ,128.6999969482422,125.5999984741211,130.58169555664062,125.60 - 130.58,16357559,16357559,,,,,,,,,,,,,,,,,,,,-2.0846054795118487,,,2025-10-17 17:07:08.498185+00:00,2025-10-17 17:07:08.498191+00:00
LCID,LCID,LCID,LCID,NASDAQ,19.899999618530273,19.770000457763672,20.610000610351562,19.77 - 20.61,4667026,4667026,,,,,,,,,,,,,,,,,,,,-3.0686850805857095,,,2025-10-17 17:07:08.503677+00:00,2025-10-17 17:07:08.503680+00:00
PYPL,PYPL,PYPL,PYPL,NASDAQ,66.98999786376953,65.44999694824219,67.0,65.45 - 67.00,6067173,6067173,,,,,,,,,,,,,,,,,,,,1.423156349099824,,,2025-10-17 17:07:08.515613+00:00,2025-10-17 17:07:08.515617+00:00
QCOM,QCOM,QCOM,QCOM,NASDAQ,162.50999450683594,161.6699981689453,163.7899932861328,161.67 - 163.79,2306441,2306441,,,,,,,,,,,,,,,,,,,,-0.9568547700501072,,,2025-10-17 17:07:08.521898+00:00,2025-10-17 17:07:08.521902+00:00
RUN,RUN,RUN,RUN,NASDAQ,19.65999984741211,19.34000015258789,20.010000228881836,19.34 - 20.01,2936408,2936408,,,,,,,,,,,,,,,,,,,,-2.3833145818417374,,,2025-10-17 17:07:08.544161+00:00,2025-10-17 17:07:08.544165+00:00
SIRI,SIRI,SIRI,SIRI,NASDAQ,21.110000610351562,21.020000457763672,21.399999618530273,21.02 - 21.40,1269537,1269537,,,,,,,,,,,,,,,,,,,,-0.9849863390178049,,,2025-10-17 17:07:08.546718+00:00,2025-10-17 17:07:08.546720+00:00
SNPS,SNPS,SNPS,SNPS,NASDAQ,442.7149963378906,435.260009765625,456.5400085449219,435.26 - 456.54,1458291,1458291,,,,,,,,,,,,,,,,,,,,0.5713275922574369,,,2025-10-17 17:07:08.549155+00:00,2025-10-17 17:07:08.549159+00:00
TEAM,TEAM,TEAM,TEAM,NASDAQ,150.77999877929688,149.2100067138672,151.9499969482422,149.21 - 151.95,1098906,1098906,,,,,,,,,,,,,,,,,,,,0.43295402340907335,,,2025-10-17 17:07:08.550339+00:00,2025-10-17 17:07:08.550343+00:00
TER,TER,TER,TER,NASDAQ,138.25,136.77999877929688,139.71499633789062,136.78 - 139.71,828360,828360,,,,,,,,,,,,,,,,,,,,-0.7537710184885474,,,2025-10-17 17:07:08.550767+00:00,2025-10-17 17:07:08.550769+00:00
TEVA,TEVA,TEVA,TEVA,NASDAQ,19.18000030517578,19.06999969482422,19.690000534057617,19.07 - 19.69,3889860,3889860,,,,,,,,,,,,,,,,,,,,-2.2924038452849667,,,2025-10-17 17:07:08.554494+00:00,2025-10-17 17:07:08.554497+00:00
VRTX,VRTX,VRTX,VRTX,NASDAQ,415.7950134277344,406.760009765625,417.0899963378906,406.76 - 417.09,440321,440321,,,,,,,,,,,,,,,,,,,,1.7584073649081224,,,2025-10-17 17:07:08.556612+00:00,2025-10-17 17:07:08.556615+00:00
AAUC,AAUC,AAUC,AAUC,NASDAQ,17.75,17.700000762939453,19.100000381469727,17.70 - 19.10,395781,395781,,,,,,,,,,,,,,,,,,,,-8.031084447320511,,,2025-10-17 17:07:08.568150+00:00,2025-10-17 17:07:08.568154+00:00
ABCL,ABCL,ABCL,ABCL,NASDAQ,5.434999942779541,5.429999828338623,5.789999961853027,5.43 - 5.79,2817940,2817940,,,,,,,,,,,,,,,,,,,,-6.934934918261622,,,2025-10-17 17:07:08.574912+00:00,2025-10-17 17:07:08.574915+00:00
ABL,ABL,ABL,ABL,NASDAQ,5.380000114440918,5.389999866485596,5.760000228881836,5.39 - 5.76,916664,916664,,,,,,,,,,,,,,,,,,,,-5.614029921616334,,,2025-10-17 17:07:08.585214+00:00,2025-10-17 17:07:08.585217+00:00
ABOS,ABOS,ABOS,ABOS,NASDAQ,2.0399999618530273,2.0,2.1700000762939453,2.00 - 2.17,138611,138611,,,,,,,,,,,,,,,,,,,,-4.225359049406148,,,2025-10-17 17:07:08.591093+00:00,2025-10-17 17:07:08.591096+00:00
ABVX,ABVX,ABVX,ABVX,NASDAQ,91.83499908447266,90.81009674072266,92.94999694824219,90.81 - 92.95,327160,327160,,,,,,,,,,,,,,,,,,,,-1.157038569868368,,,2025-10-17 17:07:08.598196+00:00,2025-10-17 17:07:08.598200+00:00
ACB,ACB,ACB,ACB,NASDAQ,5.239999771118164,5.170100212097168,5.324999809265137,5.17 - 5.32,483010,483010,,,,,,,,,,,,,,,,,,,,-0.945183196510814,,,2025-10-17 17:07:08.599575+00:00,2025-10-17 17:07:08.599578+00:00
ACCS,ACCS,ACCS,ACCS,NASDAQ,9.960000038146973,9.550000190734863,9.960000038146973,9.55 - 9.96,4299,4299,,,,,,,,,,,,,,,,,,,,-0.30029763421940087,,,2025-10-17 17:07:08.599965+00:00,2025-10-17 17:07:08.599967+00:00
ACLS,ACLS,ACLS,ACLS,NASDAQ,82.9800033569336,82.01000213623047,83.55000305175781,82.01 - 83.55,158116,158116,,,,,,,,,,,,,,,,,,,,-0.765366381998352,,,2025-10-17 17:07:08.600607+00:00,2025-10-17 17:07:08.600610+00:00
BGLWW,BGLWW,BGLWW,BGLWW,NASDAQ,0.550000011920929,0.5425000190734863,0.5823000073432922,0.54 - 0.58,33435,33435,,,,,,,,,,,,,,,,,,,,,,,2025-10-17 17:07:08.322073+00:00,2025-10-17 17:07:08.322079+00:00
BGT,BGT,BGT,BGT,NASDAQ,11.710100173950195,11.520000457763672,11.920000076293945,11.52 - 11.92,97289,97289,,,,,,,,,,,,,,,,,,,,-1.5130375456514418,,,2025-10-17 17:07:08.325278+00:00,2025-10-17 17:07:08.325282+00:00
BHR,BHR,BHR,BHR,NASDAQ,2.609999895095825,2.609999895095825,2.6600000858306885,2.61 - 2.66,89882,89882,,,,,,,,,,,,,,,,,,,,-1.8797063579510669,,,2025-10-17 17:07:08.346774+00:00,2025-10-17 17:07:08.346779+00:00
BILS,BILS,BILS,BILS,NASDAQ,99.39600372314453,99.38999938964844,99.4000015258789,99.39 - 99.40,287913,287913,,,,,,,,,,,,,,,,,,,,0.026165820513066592,,,2025-10-17 17:07:08.390589+00:00,2025-10-17 17:07:08.390594+00:00
BINV,BINV,BINV,BINV,NASDAQ,39.02000045776367,38.891998291015625,39.02840042114258,38.89 - 39.03,8956,8956,,,,,,,,,,,,,,,,,,,,0.4401694731516947,,,2025-10-17 17:07:08.391056+00:00,2025-10-17 17:07:08.391059+00:00
BIO,BIO,BIO,BIO,NASDAQ,310.19000244140625,310.0799865722656,313.63250732421875,310.08 - 313.63,40535,40535,,,,,,,,,,,,,,,,,,,,-0.7042517698611894,,,2025-10-17 17:07:08.410590+00:00,2025-10-17 17:07:08.410595+00:00
BIPI,BIPI,BIPI,BIPI,NASDAQ,17.75,17.3700008392334,17.75,17.37 - 17.75,29760,29760,,,,,,,,,,,,,,,,,,,,1.1396055363758029,,,2025-10-17 17:07:08.412300+00:00,2025-10-17 17:07:08.412304+00:00
BITI,BITI,BITI,BITI,NASDAQ,19.639999389648438,19.5,20.020000457763672,19.50 - 20.02,2294169,2294169,,,,,,,,,,,,,,,,,,,,1.5511852879711787,,,2025-10-17 17:07:08.440409+00:00,2025-10-17 17:07:08.440414+00:00
BITQ,BITQ,BITQ,BITQ,NASDAQ,27.7450008392334,26.959999084472656,28.037500381469727,26.96 - 28.04,335628,335628,,,,,,,,,,,,,,,,,,,,-2.5807539143844225,,,2025-10-17 17:07:08.471002+00:00,2025-10-17 17:07:08.471007+00:00
BJ,BJ,BJ,BJ,NASDAQ,93.69499969482422,92.8499984741211,93.81999969482422,92.85 - 93.82,556369,556369,,,,,,,,,,,,,,,,,,,,0.7473114998109879,,,2025-10-17 17:07:08.473273+00:00,2025-10-17 17:07:08.473277+00:00
BKCH,BKCH,BKCH,BKCH,NASDAQ,105.23470306396484,102.16000366210938,106.94010162353516,102.16 - 106.94,150466,150466,,,,,,,,,,,,,,,,,,,,-3.5252096649627127,,,2025-10-17 17:07:08.479706+00:00,2025-10-17 17:07:08.479710+00:00
BKSE,BKSE,BKSE,BKSE,NASDAQ,109.38999938964844,109.38999938964844,109.42960357666016,109.39 - 109.43,1467,1467,,,,,,,,,,,,,,,,,,,,-0.7440338459632084,,,2025-10-17 17:07:08.490716+00:00,2025-10-17 17:07:08.490722+00:00
BKTI,BKTI,BKTI,BKTI,NASDAQ,64.18000030517578,63.334999084472656,65.48999786376953,63.33 - 65.49,17346,17346,,,,,,,,,,,,,,,,,,,,-2.4026791054256758,,,2025-10-17 17:07:08.513352+00:00,2025-10-17 17:07:08.513357+00:00
BLDR,BLDR,BLDR,BLDR,NASDAQ,121.66999816894531,121.06999969482422,125.0,121.07 - 125.00,474986,474986,,,,,,,,,,,,,,,,,,,,-1.0410726401528188,,,2025-10-17 17:07:08.525648+00:00,2025-10-17 17:07:08.525653+00:00
BLKB,BLKB,BLKB,BLKB,NASDAQ,63.029998779296875,62.189998626708984,63.64500045776367,62.19 - 63.65,57272,57272,,,,,,,,,,,,,,,,,,,,0.9449073759836943,,,2025-10-17 17:07:08.538012+00:00,2025-10-17 17:07:08.538017+00:00
BLND,BLND,BLND,BLND,NASDAQ,3.305000066757202,3.2300000190734863,3.3498001098632812,3.23 - 3.35,882435,882435,,,,,,,,,,,,,,,,,,,,1.0703390224721543,,,2025-10-17 17:07:08.545151+00:00,2025-10-17 17:07:08.545156+00:00
