ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,avg_volume_3mon,dvav,market_cap,shares_available,pe_ratio,dividend_yield,one_year_target,week_52_low,week_52_high,earnings_per_share,book_value,price_to_book,bid_price,ask_price,bid_ask_spread,price_change_today,price_change_week,price_change_month,price_change_year,change_percent,market_cap_change_3mon,pe_change_3mon,last_updated,created_at
APCB,APCB,APCB,APCB,NASDAQ,30.082000732421875,30.040000915527344,30.096500396728516,30.04 - 30.10,28497,28497,,,,,,,,,,,,,,,,,,,,-0.17587355585670586,,,2025-10-17 17:07:08.608742+00:00,2025-10-17 17:07:08.608745+00:00
APD,APD,APD,APD,NASDAQ,252.47000122070312,251.16000366210938,255.3300018310547,251.16 - 255.33,425415,425415,,,,,,,,,,,,,,,,,,,,-0.28042952666774507,,,2025-10-17 17:07:08.610567+00:00,2025-10-17 17:07:08.610572+00:00
APH,APH,APH,APH,NASDAQ,125.33999633789062,124.45999908447266,127.02999877929688,124.46 - 127.03,2914276,2914276,,,,,,,,,,,,,,,,,,,,-1.5860586234142617,,,2025-10-17 17:07:08.614493+00:00,2025-10-17 17:07:08.614495+00:00
APRE,APRE,APRE,APRE,NASDAQ,1.625,1.5299999713897705,1.649999976158142,1.53 - 1.65,103332,103332,,,,,,,,,,,,,,,,,,,,5.519483133278466,,,2025-10-17 17:07:08.617801+00:00,2025-10-17 17:07:08.617805+00:00
APUE,APUE,APUE,APUE,NASDAQ,40.415000915527344,40.224998474121094,40.5364990234375,40.22 - 40.54,33523,33523,,,,,,,,,,,,,,,,,,,,0.07429143305954602,,,2025-10-17 17:07:08.619038+00:00,2025-10-17 17:07:08.619042+00:00
BSBR,BSBR,BSBR,BSBR,NASDAQ,5.25,5.130000114440918,5.255000114440918,5.13 - 5.26,245559,245559,,,,,,,,,,,,,,,,,,,,0.7677535808090709,,,2025-10-17 17:07:08.547125+00:00,2025-10-17 17:07:08.547130+00:00
BSCQ,BSCQ,BSCQ,BSCQ,NASDAQ,19.604999542236328,19.600000381469727,19.610000610351562,19.60 - 19.61,205015,205015,,,,,,,,,,,,,,,,,,,,0.025505921782164247,,,2025-10-17 17:07:08.548193+00:00,2025-10-17 17:07:08.548197+00:00
BSCU,BSCU,BSCU,BSCU,NASDAQ,17.010000228881836,17.0,17.020000457763672,17.00 - 17.02,137146,137146,,,,,,,,,,,,,,,,,,,,-0.058755749781865214,,,2025-10-17 17:07:08.549626+00:00,2025-10-17 17:07:08.549629+00:00
BSJW,BSJW,BSJW,BSJW,NASDAQ,25.71419906616211,25.704999923706055,25.72260093688965,25.70 - 25.72,764,764,,,,,,,,,,,,,,,,,,,,0.016335985371503454,,,2025-10-17 17:07:08.555853+00:00,2025-10-17 17:07:08.555858+00:00
BSMV,BSMV,BSMV,BSMV,NASDAQ,21.15999984741211,21.15999984741211,21.19659996032715,21.16 - 21.20,11970,11970,,,,,,,,,,,,,,,,,,,,-0.07083537279276744,,,2025-10-17 17:07:08.561992+00:00,2025-10-17 17:07:08.561996+00:00
BSTZ,BSTZ,BSTZ,BSTZ,NASDAQ,21.649999618530273,21.500099182128906,21.819900512695312,21.50 - 21.82,101433,101433,,,,,,,,,,,,,,,,,,,,0.04621177987010285,,,2025-10-17 17:07:08.571024+00:00,2025-10-17 17:07:08.571027+00:00
BTCI,BTCI,BTCI,BTCI,NASDAQ,55.87739944458008,54.650001525878906,56.018001556396484,54.65 - 56.02,601089,601089,,,,,,,,,,,,,,,,,,,,-1.2417857259399674,,,2025-10-17 17:07:08.575597+00:00,2025-10-17 17:07:08.575600+00:00
BTCS,BTCS,BTCS,BTCS,NASDAQ,4.269999980926514,4.099999904632568,4.300000190734863,4.10 - 4.30,1031820,1031820,,,,,,,,,,,,,,,,,,,,1.9093060289627928,,,2025-10-17 17:07:08.576183+00:00,2025-10-17 17:07:08.576186+00:00
BTF,BTF,BTF,BTF,NASDAQ,15.899999618530273,15.65999984741211,16.079999923706055,15.66 - 16.08,33272,33272,,,,,,,,,,,,,,,,,,,,-2.081544729131959,,,2025-10-17 17:07:08.579120+00:00,2025-10-17 17:07:08.579123+00:00
BTOP,BTOP,BTOP,BTOP,NASDAQ,32.880001068115234,32.7400016784668,32.880001068115234,32.74 - 32.88,622,622,,,,,,,,,,,,,,,,,,,,0.2805992244255121,,,2025-10-17 17:07:08.587712+00:00,2025-10-17 17:07:08.587715+00:00
BUFD,BUFD,BUFD,BUFD,NASDAQ,27.56999969482422,27.5049991607666,27.594999313354492,27.50 - 27.59,73703,73703,,,,,,,,,,,,,,,,,,,,0.14529243436638928,,,2025-10-17 17:07:08.604842+00:00,2025-10-17 17:07:08.604845+00:00
BUR,BUR,BUR,BUR,NASDAQ,10.734999656677246,10.680000305175781,10.885000228881836,10.68 - 10.89,793195,793195,,,,,,,,,,,,,,,,,,,,-1.5137611708951189,,,2025-10-17 17:07:08.605420+00:00,2025-10-17 17:07:08.605422+00:00
BWLP,BWLP,BWLP,BWLP,NASDAQ,12.260000228881836,12.149999618530273,12.319999694824219,12.15 - 12.32,73729,73729,,,,,,,,,,,,,,,,,,,,-0.5677185341229004,,,2025-10-17 17:07:08.607096+00:00,2025-10-17 17:07:08.607099+00:00
BWMX,BWMX,BWMX,BWMX,NASDAQ,13.149999618530273,13.039999961853027,13.449999809265137,13.04 - 13.45,30265,30265,,,,,,,,,,,,,,,,,,,,-0.15186376346096445,,,2025-10-17 17:07:08.611156+00:00,2025-10-17 17:07:08.611158+00:00
BWTG,BWTG,BWTG,BWTG,NASDAQ,37.585201263427734,37.585201263427734,37.88999938964844,37.59 - 37.89,1,1,,,,,,,,,,,,,,,,,,,,0.0005379245975867282,,,2025-10-17 17:07:08.611735+00:00,2025-10-17 17:07:08.611738+00:00
BZFD,BZFD,BZFD,BZFD,NASDAQ,1.6200000047683716,1.6100000143051147,1.6899000406265259,1.61 - 1.69,143218,143218,,,,,,,,,,,,,,,,,,,,-1.8181801105005106,,,2025-10-17 17:07:08.615076+00:00,2025-10-17 17:07:08.615078+00:00
BZH,BZH,BZH,BZH,NASDAQ,22.579999923706055,22.489999771118164,23.030000686645508,22.49 - 23.03,63751,63751,,,,,,,,,,,,,,,,,,,,-0.5286380405295606,,,2025-10-17 17:07:08.624091+00:00,2025-10-17 17:07:08.624095+00:00
CAAS,CAAS,CAAS,CAAS,NASDAQ,4.28000020980835,4.200099945068359,4.328000068664551,4.20 - 4.33,32695,32695,,,,,,,,,,,,,,,,,,,,-0.9259250061011975,,,2025-10-17 17:07:08.627600+00:00,2025-10-17 17:07:08.627604+00:00
CABA,CABA,CABA,CABA,NASDAQ,2.805000066757202,2.780400037765503,2.930000066757202,2.78 - 2.93,1222286,1222286,,,,,,,,,,,,,,,,,,,,-2.604168218870896,,,2025-10-17 17:07:08.629086+00:00,2025-10-17 17:07:08.629089+00:00
ACV,ACV,ACV,ACV,NASDAQ,24.530000686645508,24.530000686645508,24.892900466918945,24.53 - 24.89,10247,10247,,,,,,,,,,,,,,,,,,,,-0.8888861145636048,,,2025-10-17 17:07:08.409170+00:00,2025-10-17 17:07:08.409174+00:00
ACVT,ACVT,ACVT,ACVT,NASDAQ,26.917699813842773,26.917699813842773,26.920000076293945,26.92 - 26.92,751,751,,,,,,,,,,,,,,,,,,,,-0.001112466540974481,,,2025-10-17 17:07:08.431485+00:00,2025-10-17 17:07:08.431498+00:00
ACWI,ACWI,ACWI,ACWI,NASDAQ,138.16000366210938,137.5,138.4550018310547,137.50 - 138.46,1875046,1875046,,,,,,,,,,,,,,,,,,,,0.057938752892379236,,,2025-10-17 17:07:08.432028+00:00,2025-10-17 17:07:08.432030+00:00
ADUS,ADUS,ADUS,ADUS,NASDAQ,118.12999725341797,113.62000274658203,119.56500244140625,113.62 - 119.57,69813,69813,,,,,,,,,,,,,,,,,,,,0.8537522611192745,,,2025-10-17 17:07:08.432755+00:00,2025-10-17 17:07:08.432757+00:00
ADVE,ADVE,ADVE,ADVE,NASDAQ,38.687599182128906,38.67359924316406,38.687599182128906,38.67 - 38.69,2,2,,,,,,,,,,,,,,,,,,,,-0.0010353164178406908,,,2025-10-17 17:07:08.471754+00:00,2025-10-17 17:07:08.471757+00:00
AEYE,AEYE,AEYE,AEYE,NASDAQ,12.84000015258789,12.770000457763672,13.270000457763672,12.77 - 13.27,27343,27343,,,,,,,,,,,,,,,,,,,,-3.3860030892159094,,,2025-10-17 17:07:08.502113+00:00,2025-10-17 17:07:08.502118+00:00
AFG,AFG,AFG,AFG,NASDAQ,130.85000610351562,130.72999572753906,132.02999877929688,130.73 - 132.03,87212,87212,,,,,,,,,,,,,,,,,,,,-0.35030954506938095,,,2025-10-17 17:07:08.514052+00:00,2025-10-17 17:07:08.514057+00:00
AFRIW,AFRIW,AFRIW,AFRIW,NASDAQ,0.7300000190734863,0.6570000052452087,0.6570000052452087,0.66 - 0.66,350,350,,,,,,,,,,,,,,,,,,,,,,,2025-10-17 17:07:08.514589+00:00,2025-10-17 17:07:08.514591+00:00
AFSM,AFSM,AFSM,AFSM,NASDAQ,31.71500015258789,31.71500015258789,31.75,31.72 - 31.75,2114,2114,,,,,,,,,,,,,,,,,,,,-0.16997371234151082,,,2025-10-17 17:07:08.514956+00:00,2025-10-17 17:07:08.514958+00:00
AGMH,AGMH,AGMH,AGMH,NASDAQ,4.887199878692627,4.550000190734863,5.170000076293945,4.55 - 5.17,125473,125473,,,,,,,,,,,,,,,,,,,,6.013009482646179,,,2025-10-17 17:07:08.553218+00:00,2025-10-17 17:07:08.553222+00:00
AGRI,AGRI,AGRI,AGRI,NASDAQ,3.6493000984191895,3.5350000858306885,3.6500000953674316,3.54 - 3.65,105123,105123,,,,,,,,,,,,,,,,,,,,1.088648323141324,,,2025-10-17 17:07:08.553786+00:00,2025-10-17 17:07:08.553788+00:00
AGX,AGX,AGX,AGX,NASDAQ,285.3349914550781,282.5400085449219,299.29998779296875,282.54 - 299.30,142383,142383,,,,,,,,,,,,,,,,,,,,-3.729890565467352,,,2025-10-17 17:07:08.585681+00:00,2025-10-17 17:07:08.585684+00:00
AHR,AHR,AHR,AHR,NASDAQ,42.915000915527344,42.63999938964844,43.369998931884766,42.64 - 43.37,864600,864600,,,,,,,,,,,,,,,,,,,,1.0477976972774183,,,2025-10-17 17:07:08.595010+00:00,2025-10-17 17:07:08.595014+00:00
AIBD,AIBD,AIBD,AIBD,NASDAQ,7.210000038146973,7.204999923706055,7.420000076293945,7.20 - 7.42,42489,42489,,,,,,,,,,,,,,,,,,,,0.2781638493372328,,,2025-10-17 17:07:08.606599+00:00,2025-10-17 17:07:08.606602+00:00
AIEQ,AIEQ,AIEQ,AIEQ,NASDAQ,44.7400016784668,44.619998931884766,44.74760055541992,44.62 - 44.75,1057,1057,,,,,,,,,,,,,,,,,,,,0.17241000852654867,,,2025-10-17 17:07:08.618701+00:00,2025-10-17 17:07:08.618705+00:00
AII,AII,AII,AII,NASDAQ,22.68000030517578,22.290000915527344,23.440000534057617,22.29 - 23.44,16020,16020,,,,,,,,,,,,,,,,,,,,-1.8181821184334672,,,2025-10-17 17:07:08.636464+00:00,2025-10-17 17:07:08.636469+00:00
AIRJ,AIRJ,AIRJ,AIRJ,NASDAQ,5.230000019073486,5.174200057983398,5.53000020980835,5.17 - 5.53,109705,109705,,,,,,,,,,,,,,,,,,,,-4.909090562300249,,,2025-10-17 17:07:08.641926+00:00,2025-10-17 17:07:08.641931+00:00
AJAN,AJAN,AJAN,AJAN,NASDAQ,27.5,27.5,27.530000686645508,27.50 - 27.53,883,883,,,,,,,,,,,,,,,,,,,,-0.05088296502108108,,,2025-10-17 17:07:08.642573+00:00,2025-10-17 17:07:08.642575+00:00
AKR,AKR,AKR,AKR,NASDAQ,19.44499969482422,19.139999389648438,19.739999771118164,19.14 - 19.74,574956,574956,,,,,,,,,,,,,,,,,,,,0.5429138645703584,,,2025-10-17 17:07:08.645490+00:00,2025-10-17 17:07:08.645494+00:00
ALAI,ALAI,ALAI,ALAI,NASDAQ,36.760101318359375,36.52000045776367,37.08000183105469,36.52 - 37.08,26900,26900,,,,,,,,,,,,,,,,,,,,-1.288669007727015,,,2025-10-17 17:07:08.648946+00:00,2025-10-17 17:07:08.648949+00:00
ALDX,ALDX,ALDX,ALDX,NASDAQ,5.255000114440918,5.239999771118164,5.440000057220459,5.24 - 5.44,262090,262090,,,,,,,,,,,,,,,,,,,,-2.5046336806813443,,,2025-10-17 17:07:08.652030+00:00,2025-10-17 17:07:08.652034+00:00
ARKX,ARKX,ARKX,ARKX,NASDAQ,29.772300720214844,29.489999771118164,30.312400817871094,29.49 - 30.31,402134,402134,,,,,,,,,,,,,,,,,,,,-2.3858992779841186,,,2025-10-17 17:07:08.524044+00:00,2025-10-17 17:07:08.524049+00:00
ARMG,ARMG,ARMG,ARMG,NASDAQ,14.65999984741211,14.26099967956543,15.25,14.26 - 15.25,248874,248874,,,,,,,,,,,,,,,,,,,,-5.662806413134538,,,2025-10-17 17:07:08.527057+00:00,2025-10-17 17:07:08.527060+00:00
ARMK,ARMK,ARMK,ARMK,NASDAQ,38.7400016784668,38.150001525878906,39.09000015258789,38.15 - 39.09,668812,668812,,,,,,,,,,,,,,,,,,,,0.6495193273526467,,,2025-10-17 17:07:08.532607+00:00,2025-10-17 17:07:08.532611+00:00
AROC,AROC,AROC,AROC,NASDAQ,23.905000686645508,23.510000228881836,23.969999313354492,23.51 - 23.97,367713,367713,,,,,,,,,,,,,,,,,,,,0.6102712810053526,,,2025-10-17 17:07:08.533144+00:00,2025-10-17 17:07:08.533147+00:00
ARTV,ARTV,ARTV,ARTV,NASDAQ,5.969900131225586,5.140100002288818,6.190000057220459,5.14 - 6.19,68051850,68051850,,,,,,,,,,,,,,,,,,,,115.51986181706633,,,2025-10-17 17:07:08.539539+00:00,2025-10-17 17:07:08.539543+00:00
ASMF,ASMF,ASMF,ASMF,NASDAQ,23.473400115966797,23.473400115966797,23.5,23.47 - 23.50,5445,5445,,,,,,,,,,,,,,,,,,,,-0.4351887373879647,,,2025-10-17 17:07:08.543004+00:00,2025-10-17 17:07:08.543007+00:00
ATGE,ATGE,ATGE,ATGE,NASDAQ,150.51499938964844,144.3000030517578,150.6199951171875,144.30 - 150.62,77019,77019,,,,,,,,,,,,,,,,,,,,1.9749276189653096,,,2025-10-17 17:07:08.558432+00:00,2025-10-17 17:07:08.558437+00:00
ATHM,ATHM,ATHM,ATHM,NASDAQ,27.510000228881836,27.18000030517578,27.64889907836914,27.18 - 27.65,81080,81080,,,,,,,,,,,,,,,,,,,,-0.6500552607587996,,,2025-10-17 17:07:08.558963+00:00,2025-10-17 17:07:08.558965+00:00
ATRO,ATRO,ATRO,ATRO,NASDAQ,46.32500076293945,46.290000915527344,47.974998474121094,46.29 - 47.97,331466,331466,,,,,,,,,,,,,,,,,,,,-3.2881016967995884,,,2025-10-17 17:07:08.577807+00:00,2025-10-17 17:07:08.577810+00:00
ATS,ATS,ATS,ATS,NASDAQ,26.0,25.96190071105957,26.479999542236328,25.96 - 26.48,22408,22408,,,,,,,,,,,,,,,,,,,,-1.8126871243736828,,,2025-10-17 17:07:08.581263+00:00,2025-10-17 17:07:08.581267+00:00
ATXS,ATXS,ATXS,ATXS,NASDAQ,11.96500015258789,11.829999923706055,12.038000106811523,11.83 - 12.04,1191326,1191326,,,,,,,,,,,,,,,,,,,,-1.0339123111858977,,,2025-10-17 17:07:08.590509+00:00,2025-10-17 17:07:08.590513+00:00
AUB,AUB,AUB,AUB,NASDAQ,33.65999984741211,32.97999954223633,33.7400016784668,32.98 - 33.74,405291,405291,,,,,,,,,,,,,,,,,,,,2.2789425812135837,,,2025-10-17 17:07:08.604253+00:00,2025-10-17 17:07:08.604256+00:00
AUGU,AUGU,AUGU,AUGU,NASDAQ,28.821300506591797,28.821300506591797,28.95009994506836,28.82 - 28.95,1756,1756,,,,,,,,,,,,,,,,,,,,0.0010456302450269031,,,2025-10-17 17:07:08.612526+00:00,2025-10-17 17:07:08.612530+00:00
AUPH,AUPH,AUPH,AUPH,NASDAQ,11.550000190734863,11.302900314331055,11.65999984741211,11.30 - 11.66,460632,460632,,,,,,,,,,,,,,,,,,,,0.0,,,2025-10-17 17:07:08.612958+00:00,2025-10-17 17:07:08.612960+00:00
AUR,AUR,AUR,AUR,NASDAQ,5.085000038146973,5.079999923706055,5.25,5.08 - 5.25,8106153,8106153,,,,,,,,,,,,,,,,,,,,-2.772466164392117,,,2025-10-17 17:07:08.613962+00:00,2025-10-17 17:07:08.613966+00:00
AUST,AUST,AUST,AUST,NASDAQ,2.430000066757202,2.3559999465942383,2.7730000019073486,2.36 - 2.77,178729,178729,,,,,,,,,,,,,,,,,,,,-10.661763191274721,,,2025-10-17 17:07:08.633442+00:00,2025-10-17 17:07:08.633446+00:00
AUTL,AUTL,AUTL,AUTL,NASDAQ,1.5850000381469727,1.5815999507904053,1.672700047492981,1.58 - 1.67,1500905,1500905,,,,,,,,,,,,,,,,,,,,-5.654756688510587,,,2025-10-17 17:07:08.634009+00:00,2025-10-17 17:07:08.634012+00:00
AUUD,AUUD,AUUD,AUUD,NASDAQ,1.7899999618530273,1.600000023841858,1.8899999856948853,1.60 - 1.89,734407,734407,,,,,,,,,,,,,,,,,,,,-13.526569102402394,,,2025-10-17 17:07:08.634385+00:00,2025-10-17 17:07:08.634387+00:00
AVB,AVB,AVB,AVB,NASDAQ,186.1999969482422,184.3800048828125,186.97999572753906,184.38 - 186.98,302648,302648,,,,,,,,,,,,,,,,,,,,0.9432886105626453,,,2025-10-17 17:07:08.634808+00:00,2025-10-17 17:07:08.634810+00:00
AVEM,AVEM,AVEM,AVEM,NASDAQ,75.93000030517578,75.61000061035156,76.12000274658203,75.61 - 76.12,404834,404834,,,,,,,,,,,,,,,,,,,,-0.4849314964391827,,,2025-10-17 17:07:08.640056+00:00,2025-10-17 17:07:08.640060+00:00
AVIR,AVIR,AVIR,AVIR,NASDAQ,3.0950000286102295,3.0399999618530273,3.109999895095825,3.04 - 3.11,123890,123890,,,,,,,,,,,,,,,,,,,,-0.8012774957000597,,,2025-10-17 17:07:08.644625+00:00,2025-10-17 17:07:08.644630+00:00
AVMU,AVMU,AVMU,AVMU,NASDAQ,46.084999084472656,46.049800872802734,46.089900970458984,46.05 - 46.09,3496,3496,,,,,,,,,,,,,,,,,,,,0.07600401301188703,,,2025-10-17 17:07:08.646648+00:00,2025-10-17 17:07:08.646652+00:00
AVSU,AVSU,AVSU,AVSU,NASDAQ,72.88009643554688,72.56169891357422,72.9749984741211,72.56 - 72.97,3878,3878,,,,,,,,,,,,,,,,,,,,0.15404944113697777,,,2025-10-17 17:07:08.654602+00:00,2025-10-17 17:07:08.654606+00:00
AVT,AVT,AVT,AVT,NASDAQ,51.7599983215332,51.67499923706055,52.59000015258789,51.67 - 52.59,330778,330778,,,,,,,,,,,,,,,,,,,,-1.2402242468447593,,,2025-10-17 17:07:08.655046+00:00,2025-10-17 17:07:08.655048+00:00
AVXC,AVXC,AVXC,AVXC,NASDAQ,61.22779846191406,61.099998474121094,61.439998626708984,61.10 - 61.44,6756,6756,,,,,,,,,,,,,,,,,,,,-0.33727176161020644,,,2025-10-17 17:07:08.655783+00:00,2025-10-17 17:07:08.655786+00:00
AXON,AXON,AXON,AXON,NASDAQ,668.9000244140625,639.5,670.993896484375,639.50 - 670.99,291651,291651,,,,,,,,,,,,,,,,,,,,2.565288489551811,,,2025-10-17 17:07:08.537285+00:00,2025-10-17 17:07:08.537290+00:00
AXR,AXR,AXR,AXR,NASDAQ,24.075000762939453,23.829999923706055,24.440000534057617,23.83 - 24.44,3098,3098,,,,,,,,,,,,,,,,,,,,1.1554686331698836,,,2025-10-17 17:07:08.558021+00:00,2025-10-17 17:07:08.558026+00:00
AXS,AXS,AXS,AXS,NASDAQ,92.34500122070312,91.7699966430664,92.9000015258789,91.77 - 92.90,195404,195404,,,,,,,,,,,,,,,,,,,,0.24424497113841215,,,2025-10-17 17:07:08.563364+00:00,2025-10-17 17:07:08.563367+00:00
AZN,AZN,AZN,AZN,NASDAQ,84.27999877929688,83.65049743652344,84.63999938964844,83.65 - 84.64,1535624,1535624,,,,,,,,,,,,,,,,,,,,0.5367970158811173,,,2025-10-17 17:07:08.569942+00:00,2025-10-17 17:07:08.569946+00:00
AZTA,AZTA,AZTA,AZTA,NASDAQ,30.719999313354492,30.6299991607666,31.485000610351562,30.63 - 31.49,250335,250335,,,,,,,,,,,,,,,,,,,,-2.476192656017485,,,2025-10-17 17:07:08.571563+00:00,2025-10-17 17:07:08.571565+00:00
BABA,BABA,BABA,BABA,NASDAQ,166.58399963378906,161.14999389648438,167.25,161.15 - 167.25,10101173,10101173,,,,,,,,,,,,,,,,,,,,0.9049629469011875,,,2025-10-17 17:07:08.577006+00:00,2025-10-17 17:07:08.577010+00:00
BAFE,BAFE,BAFE,BAFE,NASDAQ,26.59000015258789,26.59000015258789,26.639999389648438,26.59 - 26.64,27268,27268,,,,,,,,,,,,,,,,,,,,0.38887243843369135,,,2025-10-17 17:07:08.582563+00:00,2025-10-17 17:07:08.582567+00:00
BAGY,BAGY,BAGY,BAGY,NASDAQ,47.40959930419922,46.70719909667969,47.871498107910156,46.71 - 47.87,9435,9435,,,,,,,,,,,,,,,,,,,,-1.7702648679059112,,,2025-10-17 17:07:08.583011+00:00,2025-10-17 17:07:08.583013+00:00
BALT,BALT,BALT,BALT,NASDAQ,32.779998779296875,32.7400016784668,32.79999923706055,32.74 - 32.80,238714,238714,,,,,,,,,,,,,,,,,,,,0.15276271848407916,,,2025-10-17 17:07:08.584439+00:00,2025-10-17 17:07:08.584442+00:00
BANC,BANC,BANC,BANC,NASDAQ,15.850000381469727,15.579999923706055,15.979999542236328,15.58 - 15.98,1963790,1963790,,,,,,,,,,,,,,,,,,,,1.8637529179460723,,,2025-10-17 17:07:08.593499+00:00,2025-10-17 17:07:08.593503+00:00
BAP,BAP,BAP,BAP,NASDAQ,252.75999450683594,249.61000061035156,256.95001220703125,249.61 - 256.95,206056,206056,,,,,,,,,,,,,,,,,,,,0.04353873461664594,,,2025-10-17 17:07:08.594204+00:00,2025-10-17 17:07:08.594206+00:00
BAUG,BAUG,BAUG,BAUG,NASDAQ,48.690101623535156,48.52000045776367,48.690101623535156,48.52 - 48.69,770,770,,,,,,,,,,,,,,,,,,,,0.17920906429134012,,,2025-10-17 17:07:08.607508+00:00,2025-10-17 17:07:08.607511+00:00
BBAR,BBAR,BBAR,BBAR,NASDAQ,9.539999961853027,9.460000038146973,9.819700241088867,9.46 - 9.82,367573,367573,,,,,,,,,,,,,,,,,,,,-0.41753613957810165,,,2025-10-17 17:07:08.609611+00:00,2025-10-17 17:07:08.609614+00:00
BBIN,BBIN,BBIN,BBIN,NASDAQ,70.83999633789062,70.63999938964844,70.97000122070312,70.64 - 70.97,36456,36456,,,,,,,,,,,,,,,,,,,,-0.2112995216125525,,,2025-10-17 17:07:08.613456+00:00,2025-10-17 17:07:08.613459+00:00
BBLU,BBLU,BBLU,BBLU,NASDAQ,15.119099617004395,15.052000045776367,15.145000457763672,15.05 - 15.15,19699,19699,,,,,,,,,,,,,,,,,,,,0.12648500034547008,,,2025-10-17 17:07:08.615582+00:00,2025-10-17 17:07:08.615586+00:00
BBRE,BBRE,BBRE,BBRE,NASDAQ,95.16999816894531,94.94509887695312,95.47000122070312,94.95 - 95.47,5563,5563,,,,,,,,,,,,,,,,,,,,0.32679480982411213,,,2025-10-17 17:07:08.622648+00:00,2025-10-17 17:07:08.622652+00:00
BCML,BCML,BCML,BCML,NASDAQ,27.399999618530273,27.139999389648438,27.94499969482422,27.14 - 27.94,4621,4621,,,,,,,,,,,,,,,,,,,,0.9579964433639728,,,2025-10-17 17:07:08.625839+00:00,2025-10-17 17:07:08.625842+00:00
BCOR,BCOR,BCOR,BCOR,NASDAQ,32.75,32.75,33.03099822998047,32.75 - 33.03,954,954,,,,,,,,,,,,,,,,,,,,-1.6723187912814117,,,2025-10-17 17:07:08.626332+00:00,2025-10-17 17:07:08.626335+00:00
BCUS,BCUS,BCUS,BCUS,NASDAQ,31.861600875854492,31.840299606323242,32.209999084472656,31.84 - 32.21,13,13,,,,,,,,,,,,,,,,,,,,-0.0012511326042522705,,,2025-10-17 17:07:08.626754+00:00,2025-10-17 17:07:08.626756+00:00
BDEC,BDEC,BDEC,BDEC,NASDAQ,47.77000045776367,47.56999969482422,47.77000045776367,47.57 - 47.77,17972,17972,,,,,,,,,,,,,,,,,,,,0.26656360266650075,,,2025-10-17 17:07:08.628226+00:00,2025-10-17 17:07:08.628229+00:00
BDMDW,BDMDW,BDMDW,BDMDW,NASDAQ,0.05299999937415123,0.05299999937415123,0.05299999937415123,0.05 - 0.05,100,100,,,,,,,,,,,,,,,,,,,,,,,2025-10-17 17:07:08.630744+00:00,2025-10-17 17:07:08.630746+00:00
BEAG,BEAG,BEAG,BEAG,NASDAQ,10.665499687194824,10.640000343322754,10.670000076293945,10.64 - 10.67,5627,5627,,,,,,,,,,,,,,,,,,,,0.14554055605393373,,,2025-10-17 17:07:08.631367+00:00,2025-10-17 17:07:08.631369+00:00
BEAT,BEAT,BEAT,BEAT,NASDAQ,1.7000000476837158,1.690000057220459,1.7857999801635742,1.69 - 1.79,10996,10996,,,,,,,,,,,,,,,,,,,,-1.734102373353568,,,2025-10-17 17:07:08.635629+00:00,2025-10-17 17:07:08.635632+00:00
BEDZ,BEDZ,BEDZ,BEDZ,NASDAQ,32.24399948120117,32.24399948120117,32.24399948120117,32.24 - 32.24,16,16,,,,,,,,,,,,,,,,,,,,0.0,,,2025-10-17 17:07:08.637723+00:00,2025-10-17 17:07:08.637728+00:00
BEGS,BEGS,BEGS,BEGS,NASDAQ,40.83980178833008,38.66999816894531,38.66999816894531,38.67 - 38.67,554,554,,,,,,,,,,,,,,,,,,,,-0.0004857107176086294,,,2025-10-17 17:07:08.639395+00:00,2025-10-17 17:07:08.639398+00:00
BELFA,BELFA,BELFA,BELFA,NASDAQ,121.5,121.5,127.0,121.50 - 127.00,10300,10300,,,,,,,,,,,,,,,,,,,,-2.9940119760479043,,,2025-10-17 17:07:08.643845+00:00,2025-10-17 17:07:08.643849+00:00
BEN,BEN,BEN,BEN,NASDAQ,22.104999542236328,21.959999084472656,22.219999313354492,21.96 - 22.22,1570860,1570860,,,,,,,,,,,,,,,,,,,,0.022620636562491775,,,2025-10-17 17:07:08.649992+00:00,2025-10-17 17:07:08.649997+00:00
BGDV,BGDV,BGDV,BGDV,NASDAQ,26.690000534057617,26.520000457763672,26.690000534057617,26.52 - 26.69,453,453,,,,,,,,,,,,,,,,,,,,0.24789657218853065,,,2025-10-17 17:07:08.659954+00:00,2025-10-17 17:07:08.659958+00:00
DSU,DSU,DSU,DSU,NASDAQ,10.100000381469727,10.074999809265137,10.207500457763672,10.07 - 10.21,229791,229791,,,,,,,,,,,,,,,,,,,,-0.6882959124787674,,,2025-10-17 17:07:19.736653+00:00,2025-10-17 17:07:19.736658+00:00
COLA,COLA,COLA,COLA,NASDAQ,10.270000457763672,10.270000457763672,10.270000457763672,10.27 - 10.27,9186,9186,,,,,,,,,,,,,,,,,,,,0.0,,,2025-10-17 17:07:19.615530+00:00,2025-10-17 17:07:19.615540+00:00
COLB,COLB,COLB,COLB,NASDAQ,24.360000610351562,24.06999969482422,24.69499969482422,24.07 - 24.69,4129589,4129589,,,,,,,,,,,,,,,,,,,,1.2048230959874202,,,2025-10-17 17:07:19.625182+00:00,2025-10-17 17:07:19.625186+00:00
COPP,COPP,COPP,COPP,NASDAQ,28.852699279785156,28.852699279785156,29.600000381469727,28.85 - 29.60,48717,48717,,,,,,,,,,,,,,,,,,,,-3.5026767628988917,,,2025-10-17 17:07:19.626401+00:00,2025-10-17 17:07:19.626408+00:00
