ticker,symbol,company_name,name,exchange,current_price,days_low,days_high,days_range,volume,volume_today,change_percent,last_updated,created_at,avg_volume_3mon,dvav,week_52_low,week_52_high,dividend_yield
AGEM,AGEM,AGEM,AGEM,NASDAQ,37.18000030517578,37.09000015258789,37.26890182495117,37.09 - 37.27,2471,2471,-0.2227415452804754,2025-10-17 17:42:15.621449+00:00,2025-10-17 17:42:15.621450+00:00,,,,,
AGG,AGG,AGG,AGG,NASDAQ,100.98500061035156,100.8550033569336,101.01000213623047,100.86 - 101.01,6454686,6454686,-0.11374665232954245,2025-10-17 17:42:15.623000+00:00,2025-10-17 17:42:15.623001+00:00,,,,,
AGGA,AGGA,AGGA,AGGA,NASDAQ,25.3927001953125,25.3799991607666,25.45989990234375,25.38 - 25.46,29039,29039,-0.04841759890002183,2025-10-17 17:42:15.623555+00:00,2025-10-17 17:42:15.623556+00:00,,,24.791000366210938,25.59000015258789,1.8666782041852352
AGGH,AGGH,AGGH,AGGH,NASDAQ,20.929899215698242,20.900299072265625,20.959999084472656,20.90 - 20.96,44402,44402,-0.09595010266906802,2025-10-17 17:42:15.624156+00:00,2025-10-17 17:42:15.624158+00:00,,,,,
AGGS,AGGS,AGGS,AGGS,NASDAQ,41.98500061035156,41.86909866333008,41.98500061035156,41.87 - 41.99,604,604,0.0,2025-10-17 17:42:15.624666+00:00,2025-10-17 17:42:15.624667+00:00,,,,,
AGI,AGI,AGI,AGI,NASDAQ,34.380001068115234,34.08000183105469,36.529998779296875,34.08 - 36.53,3685410,3685410,-8.246597416390228,2025-10-17 17:42:15.625457+00:00,2025-10-17 17:42:15.625458+00:00,,,17.43000030517578,37.540000915527344,0.2181500804825648
AGIO,AGIO,AGIO,AGIO,NASDAQ,42.560001373291016,41.85499954223633,43.689998626708984,41.85 - 43.69,361397,361397,2.5048191330953555,2025-10-17 17:42:15.631296+00:00,2025-10-17 17:42:15.631298+00:00,,,23.420000076293945,62.58000183105469,0.0
AGIX,AGIX,AGIX,AGIX,NASDAQ,37.20000076293945,37.0,37.415000915527344,37.00 - 37.42,13525,13525,-1.0664635462124565,2025-10-17 17:42:15.632210+00:00,2025-10-17 17:42:15.632212+00:00,,,20.815000534057617,38.7599983215332,0.2956989186666567
AGL,AGL,AGL,AGL,NASDAQ,0.9538999795913696,0.9078999757766724,0.9900000095367432,0.91 - 0.99,4670613,4670613,-1.150258495777613,2025-10-17 17:42:15.637008+00:00,2025-10-17 17:42:15.637010+00:00,,,,,
AGM,AGM,AGM,AGM,NASDAQ,156.38999938964844,156.0,158.86000061035156,156.00 - 158.86,36691,36691,0.7342991237671095,2025-10-17 17:42:15.638470+00:00,2025-10-17 17:42:15.638471+00:00,,,,,
AGMH,AGMH,AGMH,AGMH,NASDAQ,5.017899990081787,4.550000190734863,5.170000076293945,4.55 - 5.17,127415,127415,8.84815281461658,2025-10-17 17:42:15.639080+00:00,2025-10-17 17:42:15.639081+00:00,,,,,
AGMI,AGMI,AGMI,AGMI,NASDAQ,56.20000076293945,56.15999984741211,59.650001525878906,56.16 - 59.65,10049,10049,-7.279084643835714,2025-10-17 17:42:15.639592+00:00,2025-10-17 17:42:15.639593+00:00,,,24.26099967956543,61.22999954223633,0.7918149358699849
AGNC,AGNC,AGNC,AGNC,NASDAQ,9.914999961853027,9.859999656677246,9.954999923706055,9.86 - 9.95,9730137,9730137,-0.05040437905708144,2025-10-17 17:42:15.640080+00:00,2025-10-17 17:42:15.640081+00:00,,,7.849999904632568,10.630000114440918,14.523449375090836
AGNCL,AGNCL,AGNCL,AGNCL,NASDAQ,24.510000228881836,24.43000030517578,24.73259925842285,24.43 - 24.73,4042,4042,0.41378110742649293,2025-10-17 17:42:15.640543+00:00,2025-10-17 17:42:15.640544+00:00,,,22.84000015258789,26.59000015258789,7.89881673570397
AGNCM,AGNCM,AGNCM,AGNCM,NASDAQ,24.700000762939453,24.700000762939453,24.799999237060547,24.70 - 24.80,2299,2299,-0.40321966611861154,2025-10-17 17:42:15.640939+00:00,2025-10-17 17:42:15.640940+00:00,,,,,
AGNCN,AGNCN,AGNCN,AGNCN,NASDAQ,25.450000762939453,25.42009925842285,25.677600860595703,25.42 - 25.68,8908,8908,-0.31335652782767787,2025-10-17 17:42:15.641372+00:00,2025-10-17 17:42:15.641373+00:00,,,23.632999420166016,26.589000701904297,9.717092046618745
AGNCO,AGNCO,AGNCO,AGNCO,NASDAQ,25.190099716186523,25.170000076293945,25.239999771118164,25.17 - 25.24,7005,7005,0.04010885976306458,2025-10-17 17:42:15.641771+00:00,2025-10-17 17:42:15.641772+00:00,,,,,
AGNG,AGNG,AGNG,AGNG,NASDAQ,33.939998626708984,33.83169937133789,34.06999969482422,33.83 - 34.07,5321,5321,-0.06772848000555307,2025-10-17 17:42:15.642321+00:00,2025-10-17 17:42:15.642321+00:00,,,,,
AGO,AGO,AGO,AGO,NASDAQ,79.41999816894531,78.77010345458984,79.83999633789062,78.77 - 79.84,74533,74533,0.35380184667211284,2025-10-17 17:42:15.642711+00:00,2025-10-17 17:42:15.642711+00:00,,,74.08999633789062,96.5,1.246537424861221
